"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,499776,499776,59,180,400,497.670615584864
"2",2,499596,499596,59,180,404.0816,497.670615584864
"3",3,499416,499416,67,180,408.1632,576.208817382798
"4",4,499236,499236,63,180,412.2448,535.129576401969
"5",5,499056,499056,53,210,416.3264,436.998544069714
"6",6,498846,498846,53,210,420.408,431.273982430595
"7",7,498636,498636,62,180,424.4896,526.674673028181
"8",8,498456,498456,67,180,428.5712,577.900795044427
"9",9,498276,498276,60,210,432.6528,506.932511269139
"10",10,498066,498066,52,240,436.7344,421.857916785502
"11",11,497826,497826,55,240,440.816,452.249693480926
"12",12,497586,497586,65,180,444.8976,551.819709890891
"13",13,497406,497406,66,180,448.9792,568.918062303025
"14",14,497226,497226,57,210,453.0608,477.50314109999
"15",15,497016,497016,51,240,457.1424,416.804249420947
"16",16,496776,496776,57,240,461.224,479.268706353143
"17",17,496536,496536,66,210,465.3056,569.760152370328
"18",18,496326,496326,65,210,469.3872,550.45578126951
"19",19,496116,496116,55,240,473.4688,450.757074784039
"20",20,495876,495876,52,270,477.5504,422.509937774652
"21",21,495606,495606,60,240,481.632,508.736112750523
"22",22,495366,495366,67,210,485.7136,578.109005581772
"23",23,495156,495156,62,210,489.7952,524.970378001256
"24",24,494946,494946,53,270,493.8768,430.252904789434
"25",25,494676,494676,53,270,497.9584,438.215833964412
"26",26,494406,494406,63,210,502.04,536.731243023075
"27",27,494196,494196,67,210,506.121599999999,575.755445757535
"28",28,493986,493986,59,240,510.203199999999,495.852712411895
"29",29,493746,493746,51,300,514.284799999999,418.718732663764
"30",30,493446,493446,56,270,518.366399999999,461.832251857462
"31",31,493176,493176,65,240,522.447999999999,559.529315419497
"32",32,492936,492936,66,210,526.529599999999,563.012616526475
"33",33,492726,492726,56,270,530.611199999999,466.976920766266
"34",34,492456,492456,51,300,534.692799999999,417.689192231976
"35",35,492156,492156,59,270,538.774399999999,490.217002025044
"36",36,491886,491886,67,240,542.855999999999,574.09702224662
"37",37,491646,491646,64,240,546.937599999999,541.575964822316
"38",38,491406,491406,54,300,551.019199999999,442.184957744662
"39",39,491106,491106,52,300,555.100799999999,427.301264939601
"40",40,490806,490806,61,270,559.182399999999,519.593463375914
"41",41,490536,490536,67,240,563.263999999999,578.496114672602
"42",42,490296,490296,61,270,567.345599999999,514.297659872324
"43",43,490026,490026,52,300,571.427199999999,424.775420301008
"44",44,489726,489726,54,300,575.508799999999,446.276054326255
"45",45,489426,489426,64,270,579.590399999999,546.053066594899
"46",46,489156,489156,67,240,583.671999999999,572.14128878812
"47",47,488916,488916,58,300,587.753599999999,484.807109058959
"48",48,488616,488616,51,330,591.835199999999,417.064665842375
"49",49,488286,488286,57,300,595.916799999999,472.088944555037
"50",50,487986,487986,66,270,599.998399999999,566.075333432487
