"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
1,97265,97265,22,2700,2000,126.903553299492
2,94565,94565,22,2820,2075,126.903553299492
3,91745,91745,24,2670,2150,142.131979695431
4,89075,89075,25,2670,2225,157.360406091371
5,86405,86405,27,2550,2300,172.58883248731
6,83855,83855,28,2520,2375,187.817258883249
7,81335,81335,30,2430,2450,203.045685279188
8,78905,78905,31,2430,2525,218.274111675127
9,76475,76475,33,2340,2600,233.502538071066
10,74135,74135,34,2340,2675,248.730964467005
11,71795,71795,36,2280,2750,263.959390862944
12,69515,69515,37,2280,2825,279.187817258883
13,67235,67235,39,2220,2900,294.416243654822
14,65015,65015,40,2220,2975,309.644670050761
15,62795,62795,42,2160,3050,324.873096446701
16,60635,60635,44,2130,3125,340.10152284264
17,58505,58505,45,2130,3200,355.329949238579
18,56375,56375,47,2070,3275,370.558375634518
19,54305,54305,48,2070,3350,385.786802030457
20,52235,52235,50,2040,3425,401.015228426396
21,50195,50195,51,2040,3500,416.243654822335
22,48155,48155,53,2010,3575,431.472081218274
23,46145,46145,54,2010,3650,446.700507614213
24,44135,44135,56,1980,3725,461.928934010152
25,42155,42155,57,1980,3800,477.157360406091
26,40175,40175,59,1950,3875,492.38578680203
27,38225,38225,60,1950,3950,507.614213197969
28,36275,36275,62,1920,4025,522.842639593909
29,34355,34355,63,1950,4100,538.071065989848
30,32405,32405,65,1920,4175,553.299492385787
31,30485,30485,66,1920,4250,568.527918781726
32,28565,28565,68,1890,4325,583.756345177665
33,26675,26675,69,1890,4400,598.984771573604
34,24785,24785,71,1890,4475,614.213197969543
35,22895,22895,72,1875,4550,629.441624365482
36,21020,21020,74,1833,4625,644.670050761421
37,19187,19187,75,1851,4700,659.89847715736
38,17336,17336,77,1767,4775,675.126903553299
39,15569,15569,79,1716,4850,690.355329949239
40,13853,13853,80,1707,4925,705.583756345178
41,12146,12146,82,1676,5000,720.812182741117
42,10470,10470,83,1665,5075,736.040609137056
43,8805,8805,85,1636,5150,751.269035532995
44,7169,7169,86,1626,5225,766.497461928934
45,5543,5543,88,1573,5300,781.725888324873
46,4007,4007,89,1575,5375,796.954314720812
47,2804,2804,91,1501,5450,812.182741116751
48,1973,1973,92,1499,5525,827.41116751269
49,1343,1343,94,1504,5600,842.639593908629
50,823,823,95,1491,5675,857.868020304568
